schedule_code,schedule_for_route_code,route_code,route_name,route_destination,route_variant,first_stop_code,last_stop_code,start_time,stop_time,run_code,duty_code,is_halfway,shift_type
77/F,5384339,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,19:05:00,20:25:00,77/F,77/F-G,0,General Shift
77/I,5384340,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,12:20:00,13:40:00,77/I,77/I-G,0,General Shift
77/I,5384341,77-D,Dr.Shyamaprasad Mukharjee Chowk - Nava Vadaj,Nava Vadaj,NORMAL,2253,2082,13:40:00,15:00:00,77/I,77/I-G,0,General Shift
77/I,5384342,77-U,Nava Vadaj - Dr.Shyamaprasad Mukharjee Chowk,Dr.Shyamaprasad Mukharjee Chowk,NORMAL,2101,2291,16:05:00,17:25:00,77/I,77/I-G,0,General Shift
33/K,5384343,33-D,S.P.Ring Road (Odhav Gidc) - Vasna,Vasna,NORMAL,4909,1598,20:00:00,21:45:00,33/K,33/K-S,0,Second Shift 
33/G,5384344,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,15:30:00,16:15:00,33/G,33/G-F,0,First Shift
33/H,5384345,33-LS-U,Sarangpur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1204,4133,5:30:00,6:05:00,33/H,33/H-F,0,First Shift
33/I,5384346,33-LS-U,Sarangpur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1204,4133,6:10:00,6:50:00,33/I,33/I-F,0,First Shift
33/L,5384347,33-LS-U,Sarangpur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1204,4133,7:10:00,7:55:00,33/L,33/L-F,0,First Shift
33/G,5384348,33-MV-D,Sarangpur Darwaja - Vasna,Vasna,NORMAL,1844,1598,16:25:00,17:25:00,33/G,33/G-S,0,Second Shift 
33/G,5384349,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,23:15:00,23:55:00,33/G,33/G-S,0,Second Shift 
33/H,5384350,33-LS-U,Sarangpur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1204,4133,13:20:00,14:00:00,33/H,33/H-S,0,Second Shift 
33/A,5384351,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,20:20:00,21:10:00,33/A,33/A-S,0,Second Shift 
33/F,5384352,33-U,Vasna - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1286,4133,21:15:00,23:00:00,33/F,33/F-S,0,Second Shift 
33/K,5384353,33-D,S.P.Ring Road (Odhav Gidc) - Vasna,Vasna,NORMAL,4909,1598,7:30:00,9:20:00,33/K,33/K-F,0,First Shift
33/M,5384354,33-LS-U,Sarangpur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1204,4133,7:30:00,8:15:00,33/M,33/M-F,0,First Shift
30/B,5384355,30-U,Maninagar - Karnavati Chowk-4 (New Narol),Karnavati Chowk-4 (New Narol),NORMAL,3215,1800,7:40:00,8:20:00,30/B,30/B-F,0,First Shift
30/B,5384356,30-D,Karnavati Chowk-4 (New Narol) - Maninagar,Maninagar,NORMAL,1802,1329,8:20:00,9:00:00,30/B,30/B-F,0,First Shift
72/I,5384357,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,14:55:00,16:35:00,72/I,72/I-G,0,General Shift
72/A,5384358,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,18:05:00,19:30:00,72/A,72/A-G,0,General Shift
72/N,5384359,72-SV-U,Sahyadri Bunglows - Vadaj,Vadaj,NORMAL,1320,2033,20:45:00,21:25:00,72/N,72/N-G,0,General Shift
72/O,5384360,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,8:15:00,10:00:00,72/O,72/O-G,0,General Shift
72/H,5384361,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,21:45:00,23:10:00,72/H,72/H-G,0,General Shift
130S/F,5384362,130sh-NiN-U,Naroda Industrial Township - Naroda Terminus,Naroda,NORMAL,3647,1543,20:50:00,21:10:00,130S/F,130S/F-G,0,General Shift
22/1/I,5384363,22/1-U,Lal Darwaja - Bareja Eye Hospital,Bareja Eye Hospital,NORMAL,1125,3297,10:00:00,11:30:00,22/1/I,22/1/I-G,0,General Shift
136/I,5384364,136-GM-D,Gujarat University - Manmohan Park,Manmohan Park,NORMAL,1222,4129,10:40:00,12:15:00,136/I,136/I-G,0,General Shift
136/I,5384365,136-MG-U,Manmohan Park - Gujarat University,Gujarat University,NORMAL,4231,1051,12:15:00,13:35:00,136/I,136/I-G,0,General Shift
130S/G,5384366,130sh-NiN-U,Naroda Industrial Township - Naroda Terminus,Naroda,NORMAL,3647,1543,21:30:00,21:50:00,130S/G,130S/G-G,0,General Shift
123/A,5384367,123-LSa-U,Lal Darwaja - Sarangpur Darwaja,Sarangpur,NORMAL,1077,1204,21:25:00,21:50:00,123/A,123/A-S,0,Second Shift 
123/C,5384368,123-SL-D,Sitarambapa Chowk (Gopal Chowk)-Sarangpur Darwaja,Sarangpur,NORMAL,8923,1844,22:25:00,23:00:00,123/C,123/C-S,0,Second Shift 
1514/A,5384369,151/4-U,Gujarat University - Hatkeshwar Depo,Hatkeshwar Depo,NORMAL,8137,2393,21:00:00,22:00:00,1514/A,1514/A-S,0,Second Shift 
1514/A,5384370,151/4-D,Hatkeshwar Depo - Gujarat University,Gujarat University,NORMAL,2312,8214,19:50:00,21:00:00,1514/A,1514/A-S,0,Second Shift 
136/I,5384371,136-SMp-D,Sarangpur - Manmohan Park,Manmohan Park,NORMAL,1204,4129,6:30:00,7:00:00,136/I,136/I-G,0,General Shift
136/I,5384372,136-GM-D,Gujarat University - Manmohan Park,Manmohan Park,NORMAL,1222,4129,14:40:00,16:00:00,136/I,136/I-G,0,General Shift
22/1/B,5384373,22/1-D,Bareja Eye Hospital - Lal Darwaja,Lal Darwaja,NORMAL,3298,1077,10:45:00,12:20:00,22/1/B,22/1/B-G,0,General Shift
150/V,5384374,150-U,Sarkhej Gam - Chinubhainagar,Chinubhainagar,NORMAL,1149,1819,19:50:00,21:40:00,150/V,150/V-S,0,Second Shift 
150/T,5384375,150-D,Chinubhainagar - Sarkhej Gam,Sarkhej Gam,NORMAL,1099,1273,21:00:00,22:50:00,150/T,150/T-S,0,Second Shift 
150/J,5384376,150-U,Sarkhej Gam - Chinubhainagar,Chinubhainagar,NORMAL,1149,1819,21:20:00,23:05:00,150/J,150/J-S,0,Second Shift 
150/H,5384377,150-U,Sarkhej Gam - Chinubhainagar,Chinubhainagar,NORMAL,1149,1819,20:45:00,22:35:00,150/H,150/H-S,0,Second Shift 
150/Q,5384378,150-SS-U,Sarkhej Gam - Sarangpur Darwaja,Sarangpur,NORMAL,1149,1204,21:45:00,22:40:00,150/Q,150/Q-S,0,Second Shift 
150/V,5384379,150-D,Chinubhainagar - Sarkhej Gam,Sarkhej Gam,NORMAL,1099,1273,17:40:00,19:15:00,150/V,150/V-S,0,Second Shift 
150/R,5384380,150-D,Chinubhainagar - Sarkhej Gam,Sarkhej Gam,NORMAL,1099,1273,20:35:00,22:20:00,150/R,150/R-S,0,Second Shift 
150/L,5384381,150-SC-U,Sarangpur Darwaja - Chinubhainagar,Chinubhainagar,NORMAL,1204,1819,5:30:00,6:10:00,150/L,150/L-F,0,First Shift
160/F,5384382,160-U,Hatkeshwar Depo - Silver Oak University,Silver Oak University,NORMAL,2312,9229,20:30:00,22:15:00,160/F,160/F-S,0,Second Shift 
160/F,5384383,160-D,Silver Oak University - Hatkeshwar Depo,Hatkeshwar Depo,NORMAL,9230,2393,22:15:00,23:50:00,160/F,160/F-S,0,Second Shift 
150/S,5384384,150-D,Chinubhainagar - Sarkhej Gam,Sarkhej Gam,NORMAL,1099,1273,20:50:00,22:30:00,150/S,150/S-S,0,Second Shift 
150/L,5384385,150-D,Chinubhainagar - Sarkhej Gam,Sarkhej Gam,NORMAL,1099,1273,6:10:00,7:45:00,150/L,150/L-F,0,First Shift
150/C,5384386,150-U,Sarkhej Gam - Chinubhainagar,Chinubhainagar,NORMAL,1149,1819,18:50:00,20:40:00,150/C,150/C-S,0,Second Shift 
160/E,5384387,160-U,Hatkeshwar Depo - Silver Oak University,Silver Oak University,NORMAL,2312,9229,19:55:00,21:40:00,160/E,160/E-S,0,Second Shift 
160/E,5384388,160-D,Silver Oak University - Hatkeshwar Depo,Hatkeshwar Depo,NORMAL,9230,2393,21:40:00,23:25:00,160/E,160/E-S,0,Second Shift 
1521/A,5384389,152/1-GKm-D,Gatrad Gam - Khokhra(Mahemdabad),Khokhara Circle,NORMAL,7028,2259,14:40:00,15:10:00,1521/A,1521/A-G,0,General Shift
160/A,5384390,160-D,Silver Oak University - Hatkeshwar Depo,Hatkeshwar Depo,NORMAL,9230,2393,19:20:00,21:05:00,160/A,160/A-S,0,Second Shift 
160/B,5384391,160-U,Hatkeshwar Depo - Silver Oak University,Silver Oak University,NORMAL,2312,9229,18:10:00,19:55:00,160/B,160/B-S,0,Second Shift 
160/A,5384392,160-U,Hatkeshwar Depo - Silver Oak University,Silver Oak University,NORMAL,2312,9229,17:35:00,19:20:00,160/A,160/A-S,0,Second Shift 
160/B,5384393,160-D,Silver Oak University - Hatkeshwar Depo,Hatkeshwar Depo,NORMAL,9230,2393,19:55:00,21:40:00,160/B,160/B-S,0,Second Shift 
160/C,5384394,160-U,Hatkeshwar Depo - Silver Oak University,Silver Oak University,NORMAL,2312,9229,18:45:00,20:30:00,160/C,160/C-S,0,Second Shift 
160/D,5384395,160-D,Silver Oak University - Hatkeshwar Depo,Hatkeshwar Depo,NORMAL,9230,2393,21:05:00,22:50:00,160/D,160/D-S,0,Second Shift 
160/C,5384396,160-D,Silver Oak University - Hatkeshwar Depo,Hatkeshwar Depo,NORMAL,9230,2393,20:30:00,22:15:00,160/C,160/C-S,0,Second Shift 
160/D,5384397,160-U,Hatkeshwar Depo - Silver Oak University,Silver Oak University,NORMAL,2312,9229,19:20:00,21:05:00,160/D,160/D-S,0,Second Shift 
150/J,5384398,150-SS-D,Sarangpur Darwaja - Sarkhej Gam,Sarkhej Gam,NORMAL,1489,1273,16:15:00,17:10:00,150/J,150/J-S,0,Second Shift 
150/V,5384399,150-D,Chinubhainagar - Sarkhej Gam,Sarkhej Gam,NORMAL,1099,1273,21:40:00,23:15:00,150/V,150/V-S,0,Second Shift 
150/V,5384400,150-SS-U,Sarkhej Gam - Sarangpur Darwaja,Sarangpur,NORMAL,1149,1204,23:15:00,23:59:00,150/V,150/V-S,0,Second Shift 
130S/E,5384401,130sh-NiN-U,Naroda Industrial Township - Naroda Terminus,Naroda,NORMAL,3647,1543,20:10:00,20:30:00,130S/E,130S/E-G,0,General Shift
72/P,5384402,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,8:50:00,10:35:00,72/P,72/P-G,0,General Shift
65/2/B,5384403,65/2-U,Lal Darwaja - Arvind Polycoat (Khatraj),Arvind Polycoat (Khatraj),NORMAL,1125,2764,6:05:00,7:20:00,65/2/B,65/2/B-G,0,General Shift
1521/B,5384404,152/1-KmG-U,Khokhra(Mahemdabad) - Gatrad Gam,Gatrad Gam,NORMAL,2285,7027,16:25:00,16:55:00,1521/B,1521/B-G,0,General Shift
58/G,5384405,58-GKS-U,Gujarat University - Kush Society (New Naroda),Kush Society (New Naroda),NORMAL,1222,3868,18:40:00,20:15:00,58/G,58/G-G,0,General Shift
116/B,5384406,116-D,Dani Limda Gam - Civil Hospital,Civil Hospital,NORMAL,3480,1092,21:45:00,22:40:00,116/B,116/B-G,0,General Shift
136/I,5384407,136-MG-U,Manmohan Park - Gujarat University,Gujarat University,NORMAL,4231,1051,16:00:00,17:30:00,136/I,136/I-G,0,General Shift
79/A,5384408,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,10:40:00,12:15:00,79/A,79/A-G,0,General Shift
130S/A,5384409,130sh-N-D,Narol circle - Naroda Terminus,Naroda,NORMAL,3608,1543,17:45:00,19:00:00,130S/A,130S/A-G,0,General Shift
79/E,5384410,79-GK-D,Godrej Garden City - Kalupur Terminus,Kalupur Terminus,NORMAL,8410,1734,19:10:00,20:00:00,79/E,79/E-G,0,General Shift
58/D,5384411,58-U,Thaltej Gam - Kush Society (New Naroda),Kush Society (New Naroda),NORMAL,3016,3868,8:30:00,10:45:00,58/D,58/D-G,0,General Shift
79/A,5384412,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,15:00:00,16:45:00,79/A,79/A-G,0,General Shift
79/D,5384413,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,6:20:00,7:35:00,79/D,79/D-G,0,General Shift
72/O,5384414,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,10:00:00,11:45:00,72/O,72/O-G,0,General Shift
72/J,5384415,72-SV-U,Sahyadri Bunglows - Vadaj,Vadaj,NORMAL,1320,2033,18:50:00,19:55:00,72/J,72/J-G,0,General Shift
72/K,5384416,72-SV-U,Sahyadri Bunglows - Vadaj,Vadaj,NORMAL,1320,2033,19:20:00,20:25:00,72/K,72/K-G,0,General Shift
72/L,5384417,72-SV-U,Sahyadri Bunglows - Vadaj,Vadaj,NORMAL,1320,2033,20:10:00,21:05:00,72/L,72/L-G,0,General Shift
72/J,5384418,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,12:00:00,13:45:00,72/J,72/J-G,0,General Shift
79/A,5384419,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,13:20:00,15:00:00,79/A,79/A-G,0,General Shift
79/I,5384420,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,19:15:00,20:40:00,79/I,79/I-G,0,General Shift
72/J,5384421,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,17:10:00,18:50:00,72/J,72/J-G,0,General Shift
72/M,5384422,72-SV-U,Sahyadri Bunglows - Vadaj,Vadaj,NORMAL,1320,2033,20:20:00,21:15:00,72/M,72/M-G,0,General Shift
72/P,5384423,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,10:35:00,12:20:00,72/P,72/P-G,0,General Shift
72/O,5384424,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,13:20:00,15:00:00,72/O,72/O-G,0,General Shift
72/A,5384425,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,13:05:00,14:40:00,72/A,72/A-G,0,General Shift
150/P,5384426,150-D,Chinubhainagar - Sarkhej Gam,Sarkhej Gam,NORMAL,1099,1273,19:40:00,21:25:00,150/P,150/P-S,0,Second Shift 
58/D,5384427,58-U,Thaltej Gam - Kush Society (New Naroda),Kush Society (New Naroda),NORMAL,3016,3868,14:00:00,16:10:00,58/D,58/D-G,0,General Shift
79/E,5384428,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,7:00:00,8:15:00,79/E,79/E-G,0,General Shift
123/A,5384429,123-LV-D,Sarangpur - Vasna,Vasna,NORMAL,1844,1598,5:55:00,6:40:00,123/A,123/A-F,0,First Shift
136/I,5384430,136-GS-D,Gujarat University - G.E.B (Naroda),G.E.B (Naroda),NORMAL,1222,9110,17:30:00,19:10:00,136/I,136/I-G,0,General Shift
79/A,5384431,79-VaC-U,Vadaj - Chenpur Gam,Chenpur Gam,NORMAL,2033,3477,5:55:00,6:20:00,79/A,79/A-G,0,General Shift
72/B,5384432,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,13:35:00,15:15:00,72/B,72/B-G,0,General Shift
72/P,5384433,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,15:05:00,16:45:00,72/P,72/P-G,0,General Shift
72/C,5384434,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,14:05:00,15:45:00,72/C,72/C-G,0,General Shift
72/D,5384435,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,14:40:00,16:15:00,72/D,72/D-G,0,General Shift
72/O,5384436,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,11:45:00,13:20:00,72/O,72/O-G,0,General Shift
72/P,5384437,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,12:20:00,14:00:00,72/P,72/P-G,0,General Shift
72/K,5384438,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,17:40:00,19:20:00,72/K,72/K-G,0,General Shift
72/L,5384439,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,12:30:00,14:05:00,72/L,72/L-G,0,General Shift
72/L,5384440,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,18:30:00,20:10:00,72/L,72/L-G,0,General Shift
72/H,5384441,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,15:20:00,16:30:00,72/H,72/H-G,0,General Shift
72/H,5384442,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,20:00:00,21:45:00,72/H,72/H-G,0,General Shift
72/I,5384443,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,13:20:00,14:55:00,72/I,72/I-G,0,General Shift
72/I,5384444,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,10:25:00,12:10:00,72/I,72/I-G,0,General Shift
72/I,5384445,72-SV-U,Sahyadri Bunglows - Vadaj,Vadaj,NORMAL,1320,2033,18:20:00,19:25:00,72/I,72/I-G,0,General Shift
123S/A,5384446,123sh-SL-D,Sarangpur Darwaja - Lal Darwaja,Lal Darwaja,NORMAL,1844,1125,13:40:00,14:00:00,123S/A,123S/A-S,0,Second Shift 
123S/B,5384447,123sh-SS-D,Sitarambapa Chowk(Gopal Chowk) - Sarangpur,Sarangpur,NORMAL,8923,1844,13:10:00,13:45:00,123S/B,123S/B-F,0,First Shift
123S/D,5384448,123sh-SL-D,Sarangpur Darwaja - Lal Darwaja,Lal Darwaja,NORMAL,1844,1125,14:40:00,15:00:00,123S/D,123S/D-S,0,Second Shift 
136/I,5384449,136-NS-U,G.E.B (Naroda) - Sarangpur,Sarangpur,NORMAL,9109,1204,19:10:00,20:00:00,136/I,136/I-G,0,General Shift
52/2/I,5384450,52/2-U,Maninagar - Sattadhar Society,Sattadhar Society,NORMAL,1329,2243,15:55:00,17:10:00,52/2/I,52/2/I-G,0,General Shift
123/B,5384451,123-U,Vasna - Sitarambapa Chowk (Gopal Chowk),Sitarambapa Chowk (Gopal Chowk),NORMAL,1286,8923,11:30:00,13:00:00,123/B,123/B-F,0,First Shift
130S/H,5384452,130sh-NiN-U,Naroda Industrial Township - Naroda Terminus,Naroda,NORMAL,3647,1543,22:15:00,22:35:00,130S/H,130S/H-G,0,General Shift
58/D,5384453,58-D,Kush Society (New Naroda) - Thaltej Gam,Thaltej Gam,NORMAL,3817,2995,10:45:00,12:55:00,58/D,58/D-G,0,General Shift
58/D,5384454,58-KSG-D,Kush Society (New Naroda) - Gujarat University,Gujarat University,NORMAL,3817,1051,16:10:00,18:00:00,58/D,58/D-G,0,General Shift
58/L,5384455,58-U,Thaltej Gam - Kush Society (New Naroda),Kush Society (New Naroda),NORMAL,3016,3868,20:50:00,22:45:00,58/L,58/L-G,0,General Shift
150/L,5384456,150-U,Sarkhej Gam - Chinubhainagar,Chinubhainagar,NORMAL,1149,1819,8:20:00,10:15:00,150/L,150/L-F,0,First Shift
150/L,5384457,150-D,Chinubhainagar - Sarkhej Gam,Sarkhej Gam,NORMAL,1099,1273,10:15:00,12:10:00,150/L,150/L-F,0,First Shift
711M/E,5384458,71/1-LL-U,Lal Darwaja - Lapakaman Gam,Lapakaman Gam,NORMAL,1125,2723,17:45:00,19:10:00,711M/E,71/1/E-G,0,General Shift
65/2/B,5384459,65/2-U,Lal Darwaja - Arvind Polycoat (Khatraj),Arvind Polycoat (Khatraj),NORMAL,1125,2764,8:55:00,10:35:00,65/2/B,65/2/B-G,0,General Shift
711M/E,5384460,71/1-LM-U,Lal Darwaja - Moti Bhoyan Chokdi,Moti Bhoyan Chokdi,NORMAL,1125,2757,20:25:00,22:10:00,711M/E,71/1/E-G,0,General Shift
79/D,5384461,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,7:35:00,9:00:00,79/D,79/D-G,0,General Shift
711M/A,5384462,71/1-MV-D,Moti Bhoyan Chokdi - Vadaj,Vadaj,NORMAL,5514,2107,19:15:00,20:05:00,711M/A,71/1/A-G,0,General Shift
79/I,5384463,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,20:40:00,22:15:00,79/I,79/I-G,0,General Shift
50/O,5384464,50-GI-U,Ghuma Gam- Income Tax Office,Income Tax Office,NORMAL,1546,1152,21:35:00,22:40:00,50/O,50/O-G,0,General Shift
79/I,5384465,79-CV-D,Chenpur Gam - Vadaj,Vadaj,NORMAL,3414,3232,22:15:00,22:45:00,79/I,79/I-G,0,General Shift
35/M,5384466,35-D,Rajoda Patiya - Sardarbag (Lal Darwaja),Sardarbag,NORMAL,8792,1075,12:40:00,14:55:00,35/M,35/M-G,0,General Shift
35/M,5384467,35-U,Sardarbag (Lal Darwaja) - Rajoda Patiya,Rajoda Patiya,NORMAL,1127,8791,14:55:00,16:35:00,35/M,35/M-G,0,General Shift
35/M,5384468,35-D,Rajoda Patiya - Sardarbag (Lal Darwaja),Sardarbag,NORMAL,8792,1075,17:40:00,21:00:00,35/M,35/M-G,0,General Shift
711M/D,5384469,71/1-LL-U,Lal Darwaja - Lapakaman Gam,Lapakaman Gam,NORMAL,1125,2723,12:10:00,13:40:00,711M/D,71/1/D-G,0,General Shift
72/K,5384470,72-U,Sahyadri Bunglows - Godrejcity Phase-1,Godrejcity Phase-1,NORMAL,1320,2004,11:30:00,13:15:00,72/K,72/K-G,0,General Shift
72/O,5384471,72-D,Godrejcity Phase-1 - Sahyadri Bunglows,Sahyadri Bunglows,NORMAL,8410,1319,16:05:00,17:40:00,72/O,72/O-G,0,General Shift
50/G,5384472,50-U,Ghuma Gam - Meghaninagar,Meghaninagar,NORMAL,1546,3595,15:40:00,17:25:00,50/G,50/G-G,0,General Shift
50/G,5384473,50-U,Ghuma Gam - Meghaninagar,Meghaninagar,NORMAL,1546,3595,19:40:00,21:25:00,50/G,50/G-G,0,General Shift
50/G,5384474,50-MI-D,Meghaninagar - Income Tax Office,Income Tax Office,NORMAL,4850,1212,21:25:00,22:00:00,50/G,50/G-G,0,General Shift
50/H,5384475,50-D,Meghaninagar - Ghuma Gam,Ghuma Gam,NORMAL,4850,1545,17:55:00,20:05:00,50/H,50/H-G,0,General Shift
1514/A,5384476,151/4-U,Gujarat University - Hatkeshwar Depo,Hatkeshwar Depo,NORMAL,8137,2393,18:40:00,19:50:00,1514/A,1514/A-S,0,Second Shift 
1521/A,5384477,152/1-D,Gatrad Gam - Lal Darwaja,Lal Darwaja,NORMAL,7028,1077,11:10:00,12:25:00,1521/A,1521/A-G,0,General Shift
50/H,5384478,50-MI-D,Meghaninagar - Income Tax Office,Income Tax Office,NORMAL,4850,1212,21:50:00,22:30:00,50/H,50/H-G,0,General Shift
50/H,5384479,50-IM-U,Income Tax Office - Meghaninagar,Meghaninagar,NORMAL,1152,3595,9:00:00,9:40:00,50/H,50/H-G,0,General Shift
50/H,5384480,50-D,Meghaninagar - Ghuma Gam,Ghuma Gam,NORMAL,4850,1545,13:05:00,14:55:00,50/H,50/H-G,0,General Shift
50/H,5384481,50-U,Ghuma Gam - Meghaninagar,Meghaninagar,NORMAL,1546,3595,20:05:00,21:50:00,50/H,50/H-G,0,General Shift
50/H,5384482,50-U,Ghuma Gam - Meghaninagar,Meghaninagar,NORMAL,1546,3595,16:00:00,17:55:00,50/H,50/H-G,0,General Shift
50/G,5384483,50-IM-U,Income Tax Office - Meghaninagar,Meghaninagar,NORMAL,1152,3595,8:30:00,9:10:00,50/G,50/G-G,0,General Shift
50/G,5384484,50-D,Meghaninagar - Ghuma Gam,Ghuma Gam,NORMAL,4850,1545,12:30:00,14:35:00,50/G,50/G-G,0,General Shift
150/Q,5384485,150-SC-U,Sarangpur Darwaja - Chinubhainagar,Chinubhainagar,NORMAL,1204,1819,15:05:00,15:45:00,150/Q,150/Q-S,0,Second Shift 
116/A,5384486,116-DS-D,Dani Limda Gam - Sarangpur,Sarangpur,NORMAL,3480,1204,13:55:00,14:15:00,116/A,116/A-G,0,General Shift
116/A,5384487,116-D,Dani Limda Gam - Civil Hospital,Civil Hospital,NORMAL,3480,1092,21:00:00,21:55:00,116/A,116/A-G,0,General Shift
116/B,5384488,116-DS-D,Dani Limda Gam - Sarangpur,Sarangpur,NORMAL,3480,1204,14:40:00,15:00:00,116/B,116/B-G,0,General Shift
116/B,5384489,116-CK-U,Civil Hospital - Sarangpur,Sarangpur,NORMAL,1110,1844,22:40:00,23:00:00,116/B,116/B-G,0,General Shift
79/A,5384490,79-BVa-U,Badrinarayan Society - Vadaj,Vadaj,NORMAL,3447,2033,18:20:00,19:30:00,79/A,79/A-G,0,General Shift
79/A,5384491,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,6:20:00,7:30:00,79/A,79/A-G,0,General Shift
79/A,5384492,79-CB-D,Chenpur Gam - Badrinarayan Society,Badrinarayan Society,NORMAL,3414,3446,16:45:00,18:20:00,79/A,79/A-G,0,General Shift
79/D,5384493,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,13:25:00,15:00:00,79/D,79/D-G,0,General Shift
33/E,5384494,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,14:30:00,15:00:00,33/E,33/E-F,0,First Shift
79/D,5384495,79-BC-U,Badrinarayan Society - Chenpur Gam,Chenpur Gam,NORMAL,3447,3477,9:00:00,10:45:00,79/D,79/D-G,0,General Shift
33/D,5384496,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,22:10:00,22:50:00,33/D,33/D-S,0,Second Shift 
33/D,5384497,33-SL-D,S.P.Ring Road (Odhav Gidc) - Sarangpur Darwaja,Sarangpur,NORMAL,4909,1844,14:15:00,14:45:00,33/D,33/D-F,0,First Shift
