route_code,route_name,route_destination,route_variant,sequence_number,stop_code,arrival_trigger_distance,departure_trigger_distance
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,3,303,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,4,301,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,5,267,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,6,291,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,7,217,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,8,215,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,9,213,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,10,211,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,11,309,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,12,207,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,13,205,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,14,143,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,15,141,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,16,139,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,17,137,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,18,135,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,19,27,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,20,29,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,21,31,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,22,33,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,23,35,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,24,37,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,25,39,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,26,41,,
1U-GD,Ghuma Gam - Danilimda Char Rasta,Danilimda Char Rasta,NORMAL,27,43,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,1,269,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,2,305,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,3,303,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,4,301,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,5,267,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,6,291,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,7,217,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,8,215,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,9,213,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,10,211,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,11,309,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,12,207,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,13,205,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,14,143,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,15,141,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,16,139,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,17,137,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,18,135,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,19,27,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,20,29,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,21,31,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,22,33,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,23,35,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,24,37,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,25,39,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,26,41,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,27,43,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,28,45,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,29,47,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,30,49,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,31,51,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,32,53,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,33,55,,
1UL,Ghuma Gam - Maninagar,Maninagar,Ladies Special,34,317,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,1,128,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,2,126,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,3,124,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,4,5,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,5,7,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,6,9,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,7,11,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,8,13,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,9,162,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,10,164,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,11,166,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,12,168,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,13,170,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,14,335,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,15,325,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,16,327,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,17,329,,
2D-JB,Juna Vadaj - Bhadaj Circle,Bhadaj Circle,NORMAL,18,331,,
2D-OA,Odhav Ring Road - Ajit Mill,Ajit Mill Char Rasta,NORMAL,1,157,,
2D-OA,Odhav Ring Road - Ajit Mill,Ajit Mill Char Rasta,NORMAL,2,155,,
2D-OA,Odhav Ring Road - Ajit Mill,Ajit Mill Char Rasta,NORMAL,3,153,,
2D-OA,Odhav Ring Road - Ajit Mill,Ajit Mill Char Rasta,NORMAL,4,151,,
2D-OA,Odhav Ring Road - Ajit Mill,Ajit Mill Char Rasta,NORMAL,5,149,,
2D-OA,Odhav Ring Road - Ajit Mill,Ajit Mill Char Rasta,NORMAL,6,147,,
2D-OA,Odhav Ring Road - Ajit Mill,Ajit Mill Char Rasta,NORMAL,7,145,,
2D-OA,Odhav Ring Road - Ajit Mill,Ajit Mill Char Rasta,NORMAL,8,316,,
2D-OA,Odhav Ring Road - Ajit Mill,Ajit Mill Char Rasta,NORMAL,9,159,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,1,157,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,2,155,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,3,153,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,4,151,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,5,149,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,6,147,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,7,145,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,8,316,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,9,159,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,10,227,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,11,297,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,12,295,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,13,293,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,14,204,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,15,284,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,16,312,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,17,281,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,18,134,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,19,132,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,20,130,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,21,128,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,22,126,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,23,124,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,24,5,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,25,7,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,26,9,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,27,11,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,28,13,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,29,162,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,30,164,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,31,166,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,32,168,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,33,170,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,34,335,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,35,325,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,36,327,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,37,329,,
2D-OB,Odhav Ring Road - Bhadaj Circle,Bhadaj Circle,NORMAL,38,331,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,1,157,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,2,155,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,3,153,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,4,151,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,5,149,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,6,147,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,7,145,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,8,316,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,9,159,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,10,227,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,11,297,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,12,295,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,13,293,,
2D-OK,Odhav Ring Road - Kalupur,Kalupur,NORMAL,14,204,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,1,157,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,2,155,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,3,153,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,4,151,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,5,149,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,6,147,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,7,145,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,8,316,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,9,159,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,10,227,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,11,297,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,12,295,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,13,293,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,14,204,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,15,284,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,16,312,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,17,281,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,18,134,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,19,132,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,20,130,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,21,128,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,22,126,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,23,124,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,24,5,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,25,7,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,26,9,,
2D-OS,S.P.Ring Road - Shastrinagar,Shastrinagar,NORMAL,27,11,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,1,281,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,2,134,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,3,132,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,4,130,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,5,128,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,6,126,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,7,124,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,8,5,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,9,7,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,10,9,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,11,11,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,12,13,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,13,162,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,14,164,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,15,166,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,16,168,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,17,170,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,18,335,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,19,325,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,20,327,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,21,329,,
2D-SB,Sarkari Litho Press Cabin - Bhadaj Circle,Bhadaj Circle,NORMAL,22,331,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,1,13,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,2,162,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,3,164,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,4,166,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,5,168,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,6,170,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,7,335,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,8,325,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,9,327,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,10,329,,
2S-JB,Jaimangal - Bhadaj Circle,Bhadaj Circle,NORMAL,11,331,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,1,332,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,2,330,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,3,328,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,4,326,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,5,171,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,6,169,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,7,167,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,8,165,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,9,163,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,10,161,,
2E-BJ,Bhadaj Circle - Jaimangal,Jaimangal,NORMAL,11,14,,
2E-JS,Juna Vadaj - Shastrinagar,Shastrinagar,NORMAL,1,128,,
2E-JS,Juna Vadaj - Shastrinagar,Shastrinagar,NORMAL,2,126,,
2E-JS,Juna Vadaj - Shastrinagar,Shastrinagar,NORMAL,3,124,,
2E-JS,Juna Vadaj - Shastrinagar,Shastrinagar,NORMAL,4,5,,
2E-JS,Juna Vadaj - Shastrinagar,Shastrinagar,NORMAL,5,7,,
2E-JS,Juna Vadaj - Shastrinagar,Shastrinagar,NORMAL,6,9,,
2E-JS,Juna Vadaj - Shastrinagar,Shastrinagar,NORMAL,7,11,,
2U-AO,Ajit Mill - Odhav Ring Road,SP Ring Road Approach,NORMAL,1,160,,
2U-AO,Ajit Mill - Odhav Ring Road,SP Ring Road Approach,NORMAL,2,315,,
2U-AO,Ajit Mill - Odhav Ring Road,SP Ring Road Approach,NORMAL,3,146,,
2U-AO,Ajit Mill - Odhav Ring Road,SP Ring Road Approach,NORMAL,4,148,,
2U-AO,Ajit Mill - Odhav Ring Road,SP Ring Road Approach,NORMAL,5,150,,
2U-AO,Ajit Mill - Odhav Ring Road,SP Ring Road Approach,NORMAL,6,152,,
2U-AO,Ajit Mill - Odhav Ring Road,SP Ring Road Approach,NORMAL,7,154,,
2U-AO,Ajit Mill - Odhav Ring Road,SP Ring Road Approach,NORMAL,8,156,,
2U-AO,Ajit Mill - Odhav Ring Road,SP Ring Road Approach,NORMAL,9,158,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,1,332,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,2,330,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,3,328,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,4,326,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,5,171,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,6,169,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,7,167,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,8,165,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,9,163,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,10,161,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,11,14,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,12,12,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,13,10,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,14,8,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,15,6,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,16,123,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,17,125,,
2U-BJ,Bhadaj Circle - Juna Vadaj,Juna Vadaj,NORMAL,18,127,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,1,332,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,2,330,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,3,328,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,4,326,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,5,171,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,6,169,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,7,167,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,8,165,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,9,163,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,10,161,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,11,14,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,12,12,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,13,10,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,14,8,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,15,6,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,16,123,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,17,125,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,18,127,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,19,129,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,20,131,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,21,133,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,22,282,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,23,311,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,24,283,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,25,285,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,26,203,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,27,294,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,28,296,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,29,298,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,30,228,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,31,160,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,32,315,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,33,146,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,34,148,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,35,150,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,36,152,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,37,154,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,38,156,,
2U-BO,Bhadaj Circle - Odhav Ring Road,SP Ring Road Approach,NORMAL,39,158,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,1,332,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,2,330,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,3,328,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,4,326,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,5,171,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,6,169,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,7,167,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,8,165,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,9,163,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,10,161,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,11,14,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,12,12,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,13,10,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,14,8,,
2U-BS,Bhadaj Circle - Sarkari Litho Press Cabin,Sarkari Litho Press Cabin,NORMAL,15,6,,
